"theme_l1";"theme_l2";"theme_l3";"concept_text_long";"item_name";"variable_label";"source";"measure_wave";"suf_index";"data_collection_a";"mode_a";"item_id";"item_version";"concept_id";"concept_version";"sort_id"
Self;Non-cognitive factors;Self-perception;Maths self-concept [PISA2000 - End of lower sec. educ.];matcon_fs;Maths self-concept [PISA2000 - End of lower sec. educ.];"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;126;63;1165;1166;"70102014050                   "
Self;Non-cognitive factors;Self-perception;Maths self-concept [End of lower sec. educ.];matcon1;Get good marks in mathematics (Maths self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;663;632;119;26;"70102014060                   "
Self;Non-cognitive factors;Self-perception;Maths self-concept [End of lower sec. educ.];matcon2;Mathematics one of best subjects (Maths self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;665;635;119;26;"70102014070                   "
Self;Non-cognitive factors;Self-perception;Maths self-concept [End of lower sec. educ.];matcon3;Have always done well in mathematics (Maths self-concept);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;244;341;119;26;"70102014080                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anxiety;anxmath_fs;Mathematics anxiety;PISA 2012;"0";Wave-specific;Base (BQ);CASI;131;645;76;104;"70103014090                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anxiety;anxmath1;Worry about math class being difficult (Mathematics anxiety);PISA 2012;"0";Wave-specific;Base (BQ);CASI;202;470;76;104;"70103014100                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anxiety;anxmath2;Tense when doing math homework (Mathematics anxiety);PISA 2012;"0";Wave-specific;Base (BQ);CASI;140;154;76;104;"70103014110                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anxiety;anxmath3;Get nervous solving math problems (Mathematics anxiety);PISA 2012;"0";Wave-specific;Base (BQ);CASI;704;638;76;104;"70103014120                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anxiety;anxmath4;Worry about poor grades in mathematics (Mathematics anxiety);PISA 2012;"0";Wave-specific;Base (BQ);CASI;563;432;76;104;"70103014130                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anxiety;anxmath5;Feel helpless when solving math problems (Mathematics anxiety);PISA 2012;"0";Wave-specific;Base (BQ);CASI;203;277;76;104;"70103014140                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics boredom;boredom_fs;Mathematics boredom;Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;57;555;88;114;"70103014150                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics boredom;boredom1;Find math class boring (Mathematics boredom);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;453;654;88;114;"70103014160                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics boredom;boredom2;Math class so boring that I switch off (Mathematics boredom);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;653;260;88;114;"70103014170                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics boredom;boredom3;Get so bored with math homework hard to stay awake (Mathematics boredom);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;255;137;88;114;"70103014180                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics boredom;boredom4;The thought of doing math homework bores me (Mathematics boredom);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;28;371;88;114;"70103014190                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anger;anger_fs;Mathematics anger;Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;55;552;176;189;"70103014200                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anger;anger1;Find math class annoying (Mathematics anger);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;290;279;176;189;"70103014210                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anger;anger2;Find match class so annoying that I'd like to leave (Mathematics anger);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;509;403;176;189;"70103014220                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anger;anger3;Math homework is so annoying, would like to throw in trash (Mathematics anger);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;598;662;176;189;"70103014230                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics anger;anger4;Find math exam so annoying, would love to tear them up (Mathematics anger);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;271;246;176;189;"70103014240                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics enjoyment;enjoymath_fs;Mathematics enjoyment;Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;56;553;11;50;"70103014250                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics enjoyment;enjoymath1;Look forward to math class (Mathematics enjoyment);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;600;664;11;50;"70103014260                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics enjoyment;enjoymath2;Enjoy math class because material is so interesting (Mathematics enjoyment);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;691;670;11;50;"70103014270                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics enjoyment;enjoymath3;Enjoy math exams (Mathematics enjoyment);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;599;661;11;50;"70103014280                   "
Self;Non-cognitive factors;Emotions related to maths classes;Mathematics enjoyment;enjoymath4;In good mood when doing match homework (Mathematics enjoyment);Pekrun, Goetz, and Frenzel (2005);"0";Wave-specific;Base (BQ);CASI;512;289;11;50;"70103014290                   "
Self;Non-cognitive factors;Volitional strategies;Effort: Learning [PISA2000];effper_comp;Effort: Learning [PISA2000];"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;234;108;1164;1165;"70104014300                   "
Self;Non-cognitive factors;Volitional strategies;Effort: Learning;effper1;When studying, work hard as possible (Effort: Learning);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;237;329;232;128;"70104014310                   "
Self;Non-cognitive factors;Volitional strategies;Effort: Learning;effper4;When studying, give best effort (Effort: Learning);"PISA 2000; Kunter et al. (2002)";"0";Wave-specific;Base (BQ);CASI;422;652;232;128;"70104014320                   "
Self;Non-cognitive factors;Volitional strategies;Perseverance;persev_fs;Perseverance;"PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI;63;385;165;187;"70104014330                   "
Self;Non-cognitive factors;Volitional strategies;Perseverance;persev1;Remain interested after starting task (Perseverance);"PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI;462;28;159;183;"70104014340                   "
Self;Non-cognitive factors;Volitional strategies;Perseverance;persev2;Continue working on task until perfect (Perseverance);"PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI;469;177;159;183;"70104014350                   "
Self;Non-cognitive factors;Volitional strategies;Perseverance;persev3;Do more than expected for task (Perseverance);"PISA 2012; Mang et al. (2018)";"0";Wave-specific;Base (BQ);CASI;487;202;159;183;"70104014360                   "
Self;Non-cognitive factors;Volitional strategies;Persistence;pers_fs;Persistence;"TREE;  Grob and Maag Merki (2001)";"1";Wave-specific;Complementary (CQ);Web/PP;1948;2015;77;105;"70104014370                   "
Self;Non-cognitive factors;Volitional strategies;Persistence;pers2;If I decide to accomplish something, I manage to see it through (Persistence);"TREE;  Grob and Maag Merki (2001)";"1";Wave-specific;Complementary (CQ);Web/PP;1130;1130;77;105;"70104014380                   "
Self;Non-cognitive factors;Volitional strategies;Persistence;pers3;I complete whatever I start (Persistence);"TREE;  Grob and Maag Merki (2001)";"1";Wave-specific;Complementary (CQ);Web/PP;1131;1131;77;105;"70104014390                   "
Self;Non-cognitive factors;Volitional strategies;Persistence;pers4;Even if I encounter difficulties, I persistently continue (Persistence);"TREE;  Grob and Maag Merki (2001)";"1";Wave-specific;Complementary (CQ);Web/PP;1132;1132;77;105;"70104014400                   "
Self;Non-cognitive factors;Volitional strategies;Persistence;pers5;No matter how tedious a task is I keep at it until it is completed (Persistence);"TREE;  Grob and Maag Merki (2001)";"1";Wave-specific;Complementary (CQ);Web/PP;1133;1133;77;105;"70104014410                   "
Self;Non-cognitive factors;Volitional strategies;Effort [educ.];edeff_fs;Effort;"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1932;1999;1023;1023;"70104014420                   "
Self;Non-cognitive factors;Volitional strategies;Effort [educ.];edeff1;I put great effort in my education (Effort);"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1023;1023;1023;1023;"70104014430                   "
Self;Non-cognitive factors;Volitional strategies;Effort [educ.];edeff3;When studying I do my best (Effort);"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1024;1024;1023;1023;"70104014440                   "
Self;Non-cognitive factors;Volitional strategies;Effort [educ.];edeff4;For my education I only do what I really have to (Effort);"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1025;1025;1023;1023;"70104014450                   "
Self;Non-cognitive factors;Volitional strategies;Effort [job];jeff_fs;Effort;"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1945;2012;1022;1022;"70104014460                   "
Self;Non-cognitive factors;Volitional strategies;Effort [job];jeff1;I put great effort into my work (Effort);"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1095;1095;1022;1022;"70104014470                   "
Self;Non-cognitive factors;Volitional strategies;Effort [job];jeff3;When working I do my best (Effort);"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1096;1096;1022;1022;"70104014480                   "
Self;Non-cognitive factors;Volitional strategies;Effort [job];jeff4;At work, I only do what I really have to (Effort);"TREE;  Moser et al. (1997)";"1, 2";Wave-specific;Complementary (CQ);Web/PP;1097;1097;1022;1022;"70104014490                   "
Self;Non-cognitive factors;Personality characteristics;Big five: extraversion;big5_e_comp;Big five: extraversion;"Rammstedt and John (2007); Rammstedt (2013); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;141;104;206;67;"70105014500                   "
Self;Non-cognitive factors;Personality characteristics;Big five: extraversion;bigfive1;See myself as reserved (Big five: extraversion);"Rammstedt and John (2007); Rammstedt (2013); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;343;550;85;112;"70105014510                   "
Self;Non-cognitive factors;Personality characteristics;Big five: extraversion;bigfive6;See myself as outgoing, sociable (Big five: extraversion);"Rammstedt and John (2007); Rammstedt (2013); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;667;634;85;112;"70105014520                   "
Self;Non-cognitive factors;Personality characteristics;Big five: agreeableness;big5_a_comp;Big five: agreeableness;"Rammstedt and John (2007); Rammstedt et al. (2014); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;142;105;9;48;"70105014530                   "
Self;Non-cognitive factors;Personality characteristics;Big five: agreeableness;bigfive2;See myself as generally trusting (Big five: agreeableness);"Rammstedt and John (2007); Rammstedt (2013); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;650;513;7;46;"70105014540                   "
Self;Non-cognitive factors;Personality characteristics;Big five: agreeableness;bigfive7;See myself finding faults in others (Big five: agreeableness);"Rammstedt and John (2007); Rammstedt (2013); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;228;529;7;46;"70105014550                   "
Self;Non-cognitive factors;Personality characteristics;Big five: agreeableness;bigfive11;See myself as considerate and kind (Big five: agreeableness);"Rammstedt and John (2007); Rammstedt (2013); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;171;185;7;46;"70105014560                   "
Self;Non-cognitive factors;Personality characteristics;Big five: conscientiousness;big5_c_comp;Big five: conscientiousness;"Rammstedt and John (2007); Rammstedt et al. (2014); NEPS (2013)";"0";Wave-specific;Base (BQ);CASI/Web/PP;732;651;219;120;"70105014570                   "
